--- Job Balmorel.gms Start 06/19/26 16:05:50 54.0.0 3d4dc8b6 WEX-WEI x86 64bit/MS Windows
--- Applying:
    C:\GAMS\54\gmsprmNT.txt
--- GAMS Parameters defined
    Input "C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\Balmorel.gms"
    PageSize 0
    ScrDir "C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\225a\"
    SysDir C:\GAMS\54\
    LogOption 3
    AppendLog 1
    ErrMsg 1
    ErrorLog 99
    IDE 1
    LstTitleLeftAligned 1
*** ************* BETA release
*** GAMS Base Module 54.0.0 3d4dc8b6 May 30, 2026   (BETA) WEI x86 64bit/MS Window
*** BETA expires in 10 days
*** ************* BETA release
Licensee: Large MUD - 20 User License                    G251106+0003Ac-GEN
          Technical University of Denmark, Management Engineering    DC8611
          C:\Users\Bruger\OneDrive\Documents\GAMS\gamslice.txt
          556f6a85-f5d8-4c6d
          v:2                                                              
          The maintenance period of the license expired on 
          Please contact GAMS or your distributor for further information
System information: 4 physical cores and 8 Gb physical memory detected
GAMS 54.0.0   Copyright (C) 1987-2026 GAMS Development. All rights reserved
--- Starting compilation
--- Balmorel.gms(42) 2 Mb
 221   3.6461493e+09   3.6461576e+09  3.57e+01  1.59e+01  2.52e+02  7.58e+00
 222   3.6461424e+09   3.6461523e+09  3.09e+01  1.38e+01  2.29e+02  8.41e+00
 223   3.6461337e+09   3.6461444e+09  2.50e+01  1.11e+01  1.96e+02  1.00e+01
 224   3.6461269e+09   3.6461405e+09  2.05e+01  9.10e+00  1.80e+02  1.10e+01
 225   3.6461231e+09   3.6461349e+09  1.80e+01  7.99e+00  1.58e+02  1.28e+01
 226   3.6461217e+09   3.6461321e+09  1.71e+01  7.59e+00  1.47e+02  1.38e+01
 227   3.6461177e+09   3.6461279e+09  1.46e+01  6.50e+00  1.31e+02  1.58e+01
 228   3.6461151e+09   3.6461256e+09  1.31e+01  5.80e+00  1.22e+02  1.70e+01
 229   3.6461097e+09   3.6461208e+09  9.79e+00  4.35e+00  1.04e+02  2.03e+01
 230   3.6461088e+09   3.6461188e+09  9.27e+00  4.12e+00  9.66e+01  2.21e+01
 231   3.6461060e+09   3.6461173e+09  7.71e+00  3.43e+00  9.10e+01  2.36e+01
 232   3.6461054e+09   3.6461156e+09  7.34e+00  3.27e+00  8.47e+01  2.56e+01
 233   3.6461016e+09   3.6461081e+09  5.27e+00  2.34e+00  5.78e+01  3.98e+01
 234   3.6461005e+09   3.6461063e+09  4.74e+00  2.10e+00  5.17e+01  4.49e+01
 235   3.6460990e+09   3.6461038e+09  4.01e+00  1.78e+00  4.35e+01  5.44e+01
 236   3.6460943e+09   3.6460985e+09  1.87e+00  8.31e-01  2.64e+01  9.37e+01
 237   3.6460926e+09   3.6460957e+09  1.10e+00  4.89e-01  1.77e+01  1.48e+02
 238   3.6460919e+09   3.6460944e+09  8.02e-01  3.55e-01  1.35e+01  2.02e+02
 239   3.6460918e+09   3.6460942e+09  7.54e-01  3.33e-01  1.31e+01  2.09e+02
 240   3.6460915e+09   3.6460939e+09  6.59e-01  2.90e-01  1.21e+01  2.28e+02
 241   3.6460914e+09   3.6460935e+09  6.40e-01  2.81e-01  1.10e+01  2.53e+02
 242   3.6460910e+09   3.6460918e+09  4.92e-01  2.11e-01  5.88e+00  5.21e+02
 243   3.6460907e+09   3.6460914e+09  3.88e-01  1.64e-01  4.85e+00  6.37e+02
Barrier time = 104.41 sec. (75170.88 ticks)
Parallel mode: deterministic, using up to 7 threads for concurrent optimization:
 * Starting dual Simplex on 1 thread...
 * Starting primal Simplex on 1 thread...

Dual crossover.
  Dual:  Fixing 436137 variables.
   436136 DMoves:  Infeasibility  2.12664319e-01  Objective  3.64609118e+09
   434444 DMoves:  Infeasibility  1.94643913e-01  Objective  3.64609111e+09
   432316 DMoves:  Infeasibility  1.77646635e-01  Objective  3.64609111e+09
   430746 DMoves:  Infeasibility  1.60337931e-01  Objective  3.64609108e+09
   428993 DMoves:  Infeasibility  1.40545368e-01  Objective  3.64609104e+09
   427432 DMoves:  Infeasibility  1.22572526e-01  Objective  3.64609095e+09
   425894 DMoves:  Infeasibility  1.11692297e-01  Objective  3.64609098e+09
   424648 DMoves:  Infeasibility  1.01192597e-01  Objective  3.64609099e+09
   422635 DMoves:  Infeasibility  5.86157842e+02  Objective  3.64609350e+09
   417919 DMoves:  Infeasibility  7.34437625e+05  Objective  3.64623110e+09
   414156 DMoves:  Infeasibility  6.25947762e+05  Objective  3.64642388e+09
   409741 DMoves:  Infeasibility  5.91963057e+05  Objective  3.64634482e+09
   404264 DMoves:  Infeasibility  5.83127798e+05  Objective  3.64633716e+09
   400196 DMoves:  Infeasibility  5.76730834e+05  Objective  3.64630079e+09
   394339 DMoves:  Infeasibility  5.64262278e+05  Objective  3.64622472e+09
   381455 DMoves:  Infeasibility  5.44655749e+05  Objective  3.64614114e+09
   374389 DMoves:  Infeasibility  5.41706313e+05  Objective  3.64612623e+09
   373786 DMoves:  Infeasibility  5.41706313e+05  Objective  3.64612623e+09
   Elapsed crossover time = 14.42 sec. (10000.10 ticks, 366299 DMoves)
   363694 DMoves:  Infeasibility  5.41706313e+05  Objective  3.64612623e+09
   349460 DMoves:  Infeasibility  5.41706184e+05  Objective  3.64612624e+09
   348629 DMoves:  Infeasibility  5.41706184e+05  Objective  3.64612624e+09
   340103 DMoves:  Infeasibility  5.41705324e+05  Objective  3.64612623e+09
   326017 DMoves:  Infeasibility  5.41705324e+05  Objective  3.64612623e+09
   318176 DMoves:  Infeasibility  5.41538423e+05  Objective  3.64612598e+09
   313950 DMoves:  Infeasibility  5.38948650e+05  Objective  3.64611758e+09
   300645 DMoves:  Infeasibility  5.36621267e+05  Objective  3.64611433e+09
   296209 DMoves:  Infeasibility  5.30102612e+05  Objective  3.64611204e+09
   287033 DMoves:  Infeasibility  5.30102612e+05  Objective  3.64611204e+09
   284190 DMoves:  Infeasibility  5.28135878e+05  Objective  3.64611780e+09
   281474 DMoves:  Infeasibility  5.28135602e+05  Objective  3.64611872e+09
   277825 DMoves:  Infeasibility  5.25131184e+05  Objective  3.64611035e+09
   274119 DMoves:  Infeasibility  5.25131184e+05  Objective  3.64611035e+09
   271105 DMoves:  Infeasibility  5.25131184e+05  Objective  3.64611035e+09
   268397 DMoves:  Infeasibility  5.23379027e+05  Objective  3.64610450e+09
   265235 DMoves:  Infeasibility  5.22859539e+05  Objective  3.64610412e+09
   262483 DMoves:  Infeasibility  5.21422449e+05  Objective  3.64610278e+09
   259070 DMoves:  Infeasibility  5.21414706e+05  Objective  3.64610427e+09
   256160 DMoves:  Infeasibility  5.21414706e+05  Objective  3.64610427e+09
   252223 DMoves:  Infeasibility  5.11636325e+05  Objective  3.64609905e+09
   246005 DMoves:  Infeasibility  4.75997748e+05  Objective  3.64609638e+09
   242350 DMoves:  Infeasibility  4.52219123e+05  Objective  3.64609567e+09
   235046 DMoves:  Infeasibility  4.17223393e+05  Objective  3.64609266e+09
   228442 DMoves:  Infeasibility  4.03175673e+05  Objective  3.64608399e+09
   220553 DMoves:  Infeasibility  4.03175673e+05  Objective  3.64608399e+09
   212828 DMoves:  Infeasibility  4.03175673e+05  Objective  3.64608399e+09
   207779 DMoves:  Infeasibility  3.99031658e+05  Objective  3.64608249e+09
   202058 DMoves:  Infeasibility  3.98749909e+05  Objective  3.64608256e+09
   197989 DMoves:  Infeasibility  3.98362793e+05  Objective  3.64607869e+09
   192073 DMoves:  Infeasibility  3.98005816e+05  Objective  3.64610185e+09
   186740 DMoves:  Infeasibility  3.97995723e+05  Objective  3.64610200e+09
   179848 DMoves:  Infeasibility  3.97995723e+05  Objective  3.64610200e+09
   171114 DMoves:  Infeasibility  3.97995723e+05  Objective  3.64610200e+09

Primal simplex solved model.

Total crossover time = 22.86 sec. (17907.90 ticks)

Total time on 7 threads = 132.34 sec. (99863.03 ticks)

--- LP status (1): optimal.
--- Cplex Time: 132.34sec (det. 99866.30 ticks)


Optimal solution found
Simplex iterations after crossover: 0
Objective:   3646089549.370604

--- Reading solution for model BALBASE4
--- Balmorel.gms(98048) 565 Mb  137 secs
--- GDX Point C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\BALBASE4_p.gdx
--- Executing after solve: elapsed 0:02:47.483
--- Balmorel.gms(99659) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\MainResults.gdx
--- Balmorel.gms(100005) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\HYRSG.gdx
--- Balmorel.gms(100006) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\VHYRS_SL.gdx
--- Balmorel.gms(100007) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\WATERVAL.gdx
--- Balmorel.gms(100008) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\VHYRS_STL.gdx
--- Balmorel.gms(100032) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\XKACCUMNET.gdx
--- Balmorel.gms(100033) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\GKACCUMNET.gdx
--- Balmorel.gms(100063) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\ESTOVOLTS.gdx
--- Balmorel.gms(100064) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\HSTOVOLTS.gdx
--- Balmorel.gms(100065) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\ESTOVOLT.gdx
--- Balmorel.gms(100066) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\HSTOVOLT.gdx
--- Balmorel.gms(100071) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\ESTOVOLTSVAL.gdx
--- Balmorel.gms(100072) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\HSTOVOLTSVAL.gdx
--- Balmorel.gms(100073) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\ESTOVOLTVAL.gdx
--- Balmorel.gms(100074) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\HSTOVOLTVAL.gdx
--- Balmorel.gms(100104) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\GE_T.gdx
--- Balmorel.gms(100105) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\GH_T.gdx
--- Balmorel.gms(100122) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\F_T.gdx
--- Balmorel.gms(100133) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\GMAXFS.gdx
--- Balmorel.gms(100138) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\FUELPRICE_EXC.gdx
--- Balmorel.gms(100168) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\H2STOVOLTS.gdx
--- Balmorel.gms(100169) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\H2STOVOLTSVAL.gdx
--- Balmorel.gms(100179) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\BIOMETHSTOVOLTS.gdx
--- Balmorel.gms(100180) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\BIOMETHSTOVOLTSVAL.gdx
--- Balmorel.gms(100190) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\simex\XH2KACCUMNET.gdx
--- Balmorel.gms(100238) 565 Mb
--- GDX File (execute_unload) C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\all_endofmodel.gdx
--- Putfile fileMERGEWITHBASEbat C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\model\%batfileMERGEWITHBASE%
--- Putfile errorfile C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\logerror\errors.out
--- Putfile logfile C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\logerror\logfile.out
--- Putfile printoutoverview C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\output\printout\printoutoverview.out
--- Putfile BB4overview C:\Users\Bruger\OneDrive\Documents\Master\4. June 2026\Large scale energy system analysis\LSESAub\scenario_4_low_low\logerror\BB4overview.out
*** Status: Normal completion
--- Job Balmorel.gms Stop 06/19/26 16:08:46 elapsed 0:02:55.803
